Item Code,Item Group,Default Unit of Measure,Item Name,HSN/SAC,Alloy,Finish Type,Color Type,Valuation Rate,Disabled,Profile,Standard or NonStandard
FIANA 8/9M PLATE,General,Nos,FIANA 8/9M PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC SURFACE 6M,General,Nos,PVC SURFACE 6M,76041031,NA,NA,NA,100,0,0,Non-Standard
5.5X2 (MM X INCH) MACHINE SCREW WITH WASHER - PENTAGON MAKE,General,Nos,5.5X2 (MM X INCH) MACHINE SCREW WITH WASHER - PENTAGON MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
5.5X1 (MM X INCH)  MACHINE SCREW WITH WASHER- PENTAGON MAKE,General,Nos,5.5X1 (MM X INCH)  MACHINE SCREW WITH WASHER- PENTAGON MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
4 SQ MM CABLE RED - POLYCAB MAKE,General,Meter,4 SQ MM CABLE RED - POLYCAB MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
6M PLATE,General,Nos,6M PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
6M SURFACE BOX,General,Nos,6M SURFACE BOX,76041031,NA,NA,NA,100,0,0,Non-Standard
3M PLATE,General,Nos,3M PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
4 SQ MM CABLE BLACK - POLYCAB MAKE,General,Meter,4 SQ MM CABLE BLACK - POLYCAB MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
HYDRAULIC HAND PALLET TROLLY,General,Nos,HYDRAULIC HAND PALLET TROLLY,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
M10 PU T CONNECTOR,General,Nos,M10 PU T CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
HAND PALLET TRUCK WHEEL,General,Set,HAND PALLET TRUCK WHEEL,76041031,NA,NA,NA,100,0,0,Non-Standard
HOSE CLIP 1/4 INCH,General,Nos,HOSE CLIP 1/4 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
45*45*73 MS BLOCK,General,Nos,45*45*73 MS BLOCK,76041031,NA,NA,NA,100,0,0,Non-Standard
600*400 MS PLATE,General,Nos,600*400 MS PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
6 SQ. MM COPPER ROUND LUG,General,Nos,6 SQ. MM COPPER ROUND LUG,76041031,NA,NA,NA,100,0,0,Non-Standard
"MS HEX BOLT, NUT & WAHERS M4X60",General,Nos,"MS HEX BOLT, NUT & WAHERS M4X60",76041031,NA,NA,NA,100,0,0,Non-Standard
"HEX BOLT,NUT & WASHERS M16X40",General,Nos,"HEX BOLT,NUT & WASHERS M16X40",76041031,NA,NA,NA,100,0,0,Non-Standard
M4X50 MM SCREW WITH NUT & WASHER,General,Nos,M4X50 MM SCREW WITH NUT & WASHER,76041031,NA,NA,NA,100,0,0,Non-Standard
TAP SET M16,General,Nos,TAP SET M16,76041031,NA,NA,NA,100,0,0,Non-Standard
PLB SLOT DIE,General,Nos,PLB SLOT DIE,76041031,NA,NA,NA,100,0,0,Non-Standard
EMBOISSING DIE,General,Nos,EMBOISSING DIE,76041031,NA,NA,NA,100,0,0,Non-Standard
650*5.2*30*144T(DIA. X THK X BORE X TEETH) CUTTING CIRCULAR SAW BLADE,General,Nos,650*5.2*30*144T(DIA. X THK X BORE X TEETH) CUTTING CIRCULAR SAW BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
150*150*5MM MS PLATE,General,Nos,150*150*5MM MS PLATE,76041031,NA,NA,NA,100,0,0,Non-Standard
BALL BEARING,General,Nos,BALL BEARING,76041031,NA,NA,NA,100,0,0,Non-Standard
IMPELLER CI,General,Nos,IMPELLER CI,76041031,NA,NA,NA,100,0,0,Non-Standard
SHAFT WELDING WORKS.,General,Nos,SHAFT WELDING WORKS.,76041031,NA,NA,NA,100,0,0,Non-Standard
TERMINAL & TERMINAL BOARD,General,Nos,TERMINAL & TERMINAL BOARD,76041031,NA,NA,NA,100,0,0,Non-Standard
CASING & CASING GASKET,General,Nos,CASING & CASING GASKET,76041031,NA,NA,NA,100,0,0,Non-Standard
LOCK NUT,General,Nos,LOCK NUT,76041031,NA,NA,NA,100,0,0,Non-Standard
SS IMPELLER,General,Nos,SS IMPELLER,76041031,NA,NA,NA,100,0,0,Non-Standard
GLAND PACKING,General,Nos,GLAND PACKING,76041031,NA,NA,NA,100,0,0,Non-Standard
ARMATURE WITH C/B FOR 2-20SE XP,General,Nos,ARMATURE WITH C/B FOR 2-20SE XP,76041031,NA,NA,NA,100,0,0,Non-Standard
WIRE INSULATION SLEEVES,General,Meter,WIRE INSULATION SLEEVES,76041031,NA,NA,NA,100,0,0,Non-Standard
TWO WAY PNEUMATIC VALVE,General,Nos,TWO WAY PNEUMATIC VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
WIRE SPOOL FEEDER HUB,General,Nos,WIRE SPOOL FEEDER HUB,76041031,NA,NA,NA,100,0,0,Non-Standard
PORTABLE WELDING M/C CONNECTOR (MALE & FEMAIL),General,Nos,PORTABLE WELDING M/C CONNECTOR (MALE & FEMAIL),76041031,NA,NA,NA,100,0,0,Non-Standard
WELDING M/C INCHING SWITCH,General,Nos,WELDING M/C INCHING SWITCH,76041031,NA,NA,NA,100,0,0,Non-Standard
CHEMICAL FASTNER 16 MM,General,Nos,CHEMICAL FASTNER 16 MM,76041031,NA,Finished,NA,100,0,0,Non-Standard
CYLINDER TEKNO MAKE- TN 20*100,General,Nos,CYLINDER TEKNO MAKE- TN 20*100,76041031,NA,Finished,NA,100,0,0,Non-Standard
M 8 TAP,General,Set,M 8 TAP,76041031,NA,Finished,NA,100,0,0,Non-Standard
CHINA DOCKET,General,Nos,CHINA DOCKET,76041031,NA,NA,NA,100,0,0,Non-Standard
GREEN CLOTH COVER ENEVELPOE - SIZE 11X5 INCH,General,Nos,GREEN CLOTH COVER ENEVELPOE - SIZE 11X5 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
ENVELOPE,General,Nos,ENVELOPE,76041031,NA,NA,NA,100,0,0,Non-Standard
30 INCH MS PIPE,General,Nos,30 INCH MS PIPE,76041031,NA,NA,NA,100,0,0,Non-Standard
MS FAN HOOK CLAMP,General,Nos,MS FAN HOOK CLAMP,76041031,NA,NA,NA,100,0,0,Non-Standard
25 MM CASING PATTI,General,Meter,25 MM CASING PATTI,76041031,NA,NA,NA,100,0,0,Non-Standard
PLASMA SHIELD (PMX65/85/105/MRT,General,Nos,PLASMA SHIELD (PMX65/85/105/MRT,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
AUTO K 400 WELDING MACHINE INSULATION BUSHING,General,Nos,AUTO K 400 WELDING MACHINE INSULATION BUSHING,76041031,NA,NA,NA,100,0,0,Non-Standard
CPVC PIPE SOLVENT,General,LTR,CPVC PIPE SOLVENT,76041031,NA,NA,NA,100,0,0,Non-Standard
PLASMA M/C OHEMIC SENSING RETAINING CAP,General,Nos,PLASMA M/C OHEMIC SENSING RETAINING CAP,76041031,NA,NA,NA,100,0,0,Non-Standard
DEWALT 14 INCH CUTTING M/C CARBON BRUSH,General,Nos,DEWALT 14 INCH CUTTING M/C CARBON BRUSH,76041031,NA,NA,NA,100,0,0,Non-Standard
1.5 SQ.MM 3 CORE POLYCAB CABLE,General,Meter,1.5 SQ.MM 3 CORE POLYCAB CABLE,76041031,NA,NA,NA,100,0,0,Non-Standard
1/4*10 PU CONNECTOR,General,Nos,1/4*10 PU CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
M5*6 FSV CONNECTOR,General,Nos,M5*6 FSV CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
607 NUMBER BEARING- SKF MAKE,General,Nos,607 NUMBER BEARING- SKF MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 50X50X20 MM,General,Nos,MS PLATE 50X50X20 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
WHITE BOARD 3X2 FT,General,Nos,WHITE BOARD 3X2 FT,76041031,NA,NA,NA,100,0,0,Non-Standard
MS PLATE 2600X850X25 MM,General,Kg,MS PLATE 2600X850X25 MM,76041031,NA,Finished,NATURAL,100,0,0,Non-Standard
MS PLATE 1500X125X15 MM,General,Kg,MS PLATE 1500X125X15 MM,76041031,NA,Finished,NATURAL,100,0,0,Non-Standard
M S PLATE 215X125X15,General,Nos,M S PLATE 215X125X15,76041031,NA,Finished,NATURAL,100,0,0,Non-Standard
M S PLATE 170X60X15,General,Nos,M S PLATE 170X60X15,76041031,NA,Finished,NA,100,0,0,Non-Standard
M S PLATE 100X60X15,General,Nos,M S PLATE 100X60X15,76041031,NA,Finished,BLACK PAINTED,100,0,0,Non-Standard
M6X8 STREIGHT PU CONNECTOR,General,Nos,M6X8 STREIGHT PU CONNECTOR,76041031,NA,Finished,NA,100,0,0,Non-Standard
M5 X6 L TYPE CONNECTOR,General,Nos,M5 X6 L TYPE CONNECTOR,76041031,NA,Finished,NA,100,0,0,Non-Standard
BLACK SCREW 1X1/2 INCH,General,Nos,BLACK SCREW 1X1/2 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
RAWL PLUG,General,PKT,RAWL PLUG,76041031,NA,NA,NA,100,0,0,Non-Standard
WELDING APRON,General,Nos,WELDING APRON,76041031,NA,NA,NA,100,0,0,Non-Standard
BRAND PROMOTION CHARGES,General,Nos,BRAND PROMOTION CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
10 GRADE CYLINDER OIL,General,LTR,10 GRADE CYLINDER OIL,76041031,NA,NA,NA,100,0,0,Non-Standard
M5/8MM PU FLOW CONTROL VALVE,General,Nos,M5/8MM PU FLOW CONTROL VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
FLOW CONTROL VALVE M5*8MM,General,Nos,FLOW CONTROL VALVE M5*8MM,76041031,NA,NA,NA,100,0,0,Non-Standard
DISTILLED WATTER FOR BATTRY,General,LTR,DISTILLED WATTER FOR BATTRY,76041031,NA,NA,NA,100,0,0,Non-Standard
8MM T PU CONNECTOR,General,Nos,8MM T PU CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
550*5.2*132*30 MACHINE BLADE,General,Nos,550*5.2*132*30 MACHINE BLADE,76041031,NA,NA,NA,100,0,0,Non-Standard
LAQUEER ROLLER,General,Nos,LAQUEER ROLLER,76041031,NA,NA,NA,100,0,0,Non-Standard
ESAB AUTO K 400 BEND NEAK,General,Nos,ESAB AUTO K 400 BEND NEAK,76041031,NA,NA,NA,100,0,0,Non-Standard
DOL STARTER,General,Nos,DOL STARTER,76041031,NA,NA,NA,100,0,0,Non-Standard
WELDING MACHINE LINER 415 NO,General,Nos,WELDING MACHINE LINER 415 NO,76041031,NA,NA,NA,100,0,0,Non-Standard
TPARIA TESTER,General,Nos,TPARIA TESTER,76041031,NA,NA,NA,100,0,0,Non-Standard
608 NUMBER BEARING- SKF MAKE,General,Nos,608 NUMBER BEARING- SKF MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
M6X10 ALLEN BOLT,General,Nos,M6X10 ALLEN BOLT,76041031,NA,NA,NATURAL,100,0,0,Non-Standard
SPRING WASHER 8MM BLACK,General,Nos,SPRING WASHER 8MM BLACK,76041031,NA,NA,NA,100,0,0,Non-Standard
COPPER LUG 35SQ MM SIZE RING  TYPE,General,Nos,COPPER LUG 35SQ MM SIZE RING  TYPE,76041031,NA,NA,NA,100,0,0,Non-Standard
HUB,General,Nos,HUB,76041031,NA,NA,NA,100,0,0,Non-Standard
HUB NUT,General,Nos,HUB NUT,76041031,NA,NA,NA,100,0,0,Non-Standard
SHAFT WIRE REEL,General,Nos,SHAFT WIRE REEL,76041031,NA,NA,NA,100,0,0,Non-Standard
SPRING ROD REEL,General,Nos,SPRING ROD REEL,76041031,NA,NA,NA,100,0,0,Non-Standard
33X81 INCH PINE WOOD PLUS DOOR,General,Nos,33X81 INCH PINE WOOD PLUS DOOR,76041031,NA,NA,NA,100,0,0,Non-Standard
27X81 INCH PINE WOOD PLUS DOOR,General,Nos,27X81 INCH PINE WOOD PLUS DOOR,76041031,NA,NA,NA,100,0,0,Non-Standard
M12*1.5MM DIE METRIC THREAD TAP AND HANDLE,General,Nos,M12*1.5MM DIE METRIC THREAD TAP AND HANDLE,76041031,NA,NA,NA,100,0,0,Non-Standard
M6*20MM ALLEN BOLT FULL THREADED - TVS MAKE,General,Nos,M6*20MM ALLEN BOLT FULL THREADED - TVS MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
16 AMP SS COMBINE,General,Nos,16 AMP SS COMBINE,76041031,NA,NA,NA,100,0,0,Non-Standard
HIKOKI PDA 100 ARMATURE WITH BOTH SIDE BEARING,General,Nos,HIKOKI PDA 100 ARMATURE WITH BOTH SIDE BEARING,76041031,NA,NA,NA,100,0,0,Non-Standard
CASTROL HENILO CUTTING OIL,General,Nos,CASTROL HENILO CUTTING OIL,76041031,NA,NA,NA,100,0,0,Non-Standard
METABO HAND DRILL MACHINE CARBON BRUSH,General,Nos,METABO HAND DRILL MACHINE CARBON BRUSH,76041031,NA,NA,NA,100,0,0,Non-Standard
3/8*8MM FLOW CONTROL VALVE,General,Nos,3/8*8MM FLOW CONTROL VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
HIKOKI MAKE HAND DRILL MACHINE CARBON BRUSH,General,Nos,HIKOKI MAKE HAND DRILL MACHINE CARBON BRUSH,76041031,NA,NA,NA,100,0,0,Non-Standard
1/4*8 MALE PU CONNECTOR,General,Nos,1/4*8 MALE PU CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
1/4*10MM PU MALE CONNECTOR,General,Nos,1/4*10MM PU MALE CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
PLY SHEET 8X4 FT -18 MM THK,General,Nos,PLY SHEET 8X4 FT -18 MM THK,76041031,NA,NA,NA,100,0,0,Non-Standard
CORPORATE GIFT SET,General,Nos,CORPORATE GIFT SET,76041031,NA,NA,NA,100,0,0,Non-Standard
10 MM PU PIPE JENATICS,General,Meter,10 MM PU PIPE JENATICS,76041031,NA,NA,NA,100,0,0,Non-Standard
2.2KW 3PH 380 V DRIVE,General,Nos,2.2KW 3PH 380 V DRIVE,76041031,NA,NA,NA,100,0,0,Non-Standard
ALPTECH SPECIAL CUTTING OIL FOR ALUMINIUM,General,LTR,ALPTECH SPECIAL CUTTING OIL FOR ALUMINIUM,76041031,NA,NA,NA,100,0,0,Non-Standard
8MM PU PIPE JENATICS,General,Meter,8MM PU PIPE JENATICS,76041031,NA,NA,NA,100,0,0,Non-Standard
REFLECTIVE VESTS,General,Nos,REFLECTIVE VESTS,76041031,NA,NA,NA,100,0,0,Non-Standard
BILTRAX PROFESSIONAL SERVICES,General,Nos,BILTRAX PROFESSIONAL SERVICES,76041031,NA,NA,NA,100,0,0,Non-Standard
EVENTS,General,Nos,EVENTS,76041031,NA,NA,NA,100,0,0,Non-Standard
CHARGER FOR BATTERY- UNIROSE MAKE,General,Nos,CHARGER FOR BATTERY- UNIROSE MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
FERRULE CRIMPING TOOL SELF ADJUSTING CRIMPING,General,Nos,FERRULE CRIMPING TOOL SELF ADJUSTING CRIMPING,76041031,NA,NA,NA,100,0,0,Non-Standard
M12*250MM HEX BOLT FULL THREADED WITH NUT,General,Nos,M12*250MM HEX BOLT FULL THREADED WITH NUT,76041031,NA,NA,NA,100,0,0,Non-Standard
M16*250MM HEX BOLT WITH NUT FULL THREADED,General,Nos,M16*250MM HEX BOLT WITH NUT FULL THREADED,76041031,NA,NA,NA,100,0,0,Non-Standard
SQUARE PLATE 200*200*15MM,General,Nos,SQUARE PLATE 200*200*15MM,76041031,NA,NA,NA,100,0,0,Non-Standard
FEVI KWIK 20 ML,General,Nos,FEVI KWIK 20 ML,76041031,NA,NA,NA,100,0,0,Non-Standard
EARTHING PIT VINYL BOARD,General,Nos,EARTHING PIT VINYL BOARD,76041031,NA,NA,NA,100,0,0,Non-Standard
ESAB AUTO K400 SOLENOID VALVE,General,Nos,ESAB AUTO K400 SOLENOID VALVE,76041031,NA,NA,NA,100,0,0,Non-Standard
WALL MOUNTING FAN,General,Nos,WALL MOUNTING FAN,76041031,NA,NA,NA,100,0,0,Non-Standard
PENDRIVE 64 GB,General,Nos,PENDRIVE 64 GB,76041031,NA,NA,NA,100,0,0,Non-Standard
"150SQ,MM 3.5 CORE ARMURD CABLE",General,Meter,"150SQ,MM 3.5 CORE ARMURD CABLE",76041031,NA,NA,NA,100,0,0,Non-Standard
ESAB FEEDER BEARING 6202 Z,General,Nos,ESAB FEEDER BEARING 6202 Z,76041031,NA,NA,NA,100,0,0,Non-Standard
LINEAR MAGNETIC TAPE,General,Meter,LINEAR MAGNETIC TAPE,76041031,NA,NA,NA,100,0,0,Non-Standard
12V DC 300 WATT 25 AMP POWER SOURCE,General,Nos,12V DC 300 WATT 25 AMP POWER SOURCE,76041031,NA,NA,NA,100,0,0,Non-Standard
GI PLAIN SHEET 65X2 FT ROLL - 0.5 MM THK (BLUE COLOUR),General,Square Foot,GI PLAIN SHEET 65X2 FT ROLL - 0.5 MM THK (BLUE COLOUR),76041031,NA,NA,NA,100,0,0,Non-Standard
POCKET DIARY,General,Nos,POCKET DIARY,76041031,NA,NA,NA,100,0,0,Non-Standard
NOTE PAD,General,Nos,NOTE PAD,76041031,NA,NA,NA,100,0,0,Non-Standard
DIGITAL GAS FLOW METER SMC MAKE,General,Nos,DIGITAL GAS FLOW METER SMC MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
3/8 BY 1/2 INCH NIPPLE MALE CONNECTOR,General,Nos,3/8 BY 1/2 INCH NIPPLE MALE CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
FILE SEPARATOR,General,PKT,FILE SEPARATOR,76041031,NA,NA,NA,100,0,0,Non-Standard
IVORY PARTITION BOARD 8X4 FT- 12 MM THK,General,Square Foot,IVORY PARTITION BOARD 8X4 FT- 12 MM THK,76041031,NA,NA,NA,100,0,0,Non-Standard
"SINGLE ACTING ROUND CYLINDER, STROKE LENGTH 100MM,  12MM SHAFT DIA",General,Nos,"SINGLE ACTING ROUND CYLINDER, STROKE LENGTH 100MM,  12MM SHAFT DIA",76041031,NA,NA,NA,100,0,0,Non-Standard
"M4X75 MM HEX BOLT, NUT & WASHER- WHITE ZINC  COATED",General,Nos,"M4X75 MM HEX BOLT, NUT & WASHER- WHITE ZINC  COATED",76041031,NA,NA,NA,100,0,0,Non-Standard
"M4X60 MM HEX BOLT, NUT & WASHER- WHITE ZINC COATED",General,Nos,"M4X60 MM HEX BOLT, NUT & WASHER- WHITE ZINC COATED",76041031,NA,NA,NA,100,0,0,Non-Standard
DIA 40X200 MM CLAMP CYLINDER,General,Nos,DIA 40X200 MM CLAMP CYLINDER,76041031,NA,NA,NA,100,0,0,Non-Standard
V BELT A 26,General,Nos,V BELT A 26,76041031,NA,Finished,NA,100,0,0,Non-Standard
KYK MAKE BLADE - 255X25.4X3X120 TEETH,General,Nos,KYK MAKE BLADE - 255X25.4X3X120 TEETH,76041031,NA,NA,NA,100,0,0,Non-Standard
HYDRAULIC PUNCHING MACHINE,General,Set,HYDRAULIC PUNCHING MACHINE,76041031,NA,NA,NA,100,0,0,Non-Standard
8X8 MM  PU STRIGHT CONNECTOR,General,Nos,8X8 MM  PU STRIGHT CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
ACIDIC PUMP 5 HP,General,Nos,ACIDIC PUMP 5 HP,76041031,NA,NA,NA,100,0,0,Non-Standard
BEARING 6301Z,General,Nos,BEARING 6301Z,76041031,NA,NA,NA,100,0,0,Non-Standard
OIL CAN,General,Nos,OIL CAN,76041031,NA,NA,NA,100,0,0,Non-Standard
10*10M PU STREIGHT CONNECTOR,General,Nos,10*10M PU STREIGHT CONNECTOR,76041031,NA,NA,NA,100,0,0,Non-Standard
ABC TYPE FIRE EXTINGUSHER 4 KG/2KG,General,Nos,ABC TYPE FIRE EXTINGUSHER 4 KG/2KG,76041031,NA,NA,NA,100,0,0,Non-Standard
PIPING HARDWARE SET AS PER ANNEXURE,General,Nos,PIPING HARDWARE SET AS PER ANNEXURE,76041031,NA,NA,NA,100,0,0,Non-Standard
6 AMP 3 POLE MCB,General,Nos,6 AMP 3 POLE MCB,76041031,NA,NA,NA,100,0,0,Non-Standard
4 AMP 3 POLE MCB,General,Nos,4 AMP 3 POLE MCB,76041031,NA,NA,NA,100,0,0,Non-Standard
10 AMP 3 POLE MCB,General,Nos,10 AMP 3 POLE MCB,76041031,NA,NA,NA,100,0,0,Non-Standard
SINGLE PUSH BUTTON BOX METALIC,General,Nos,SINGLE PUSH BUTTON BOX METALIC,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC FLEXIBLE CONDUIT PIPE 20MM,General,Meter,PVC FLEXIBLE CONDUIT PIPE 20MM,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC FLEXIBLE CONDUIT PIPE 25MM,General,Meter,PVC FLEXIBLE CONDUIT PIPE 25MM,76041031,NA,NA,NA,100,0,0,Non-Standard
CIRCUIT BRECKER LOCK OUT WITH LOCK,General,Nos,CIRCUIT BRECKER LOCK OUT WITH LOCK,76041031,NA,NA,NA,100,0,0,Non-Standard
SAFETY TAG OUT DO NOT OPERATE,General,Nos,SAFETY TAG OUT DO NOT OPERATE,76041031,NA,NA,NA,100,0,0,Non-Standard
ALLEN BOLT M12,General,Nos,ALLEN BOLT M12,76041031,NA,NA,NA,100,0,0,Non-Standard
AGARSON MAKE SAFETY SHOES- 11 NO.,General,Nos,AGARSON MAKE SAFETY SHOES- 11 NO.,76041031,NA,NA,NA,100,0,0,Non-Standard
A43 V SHAPE BELT FOR DRILL M/C,General,Nos,A43 V SHAPE BELT FOR DRILL M/C,76041031,NA,NA,NA,100,0,0,Non-Standard
150 TON PRESS KEY  AS PER REFERANCE,General,Nos,150 TON PRESS KEY  AS PER REFERANCE,76041031,NA,NA,NA,100,0,0,Non-Standard
M4 DRILL,General,Nos,M4 DRILL,76041031,NA,Finished,NA,100,0,0,Non-Standard
M6X1  TAP SET - TOTEM MAKE,General,Nos,M6X1  TAP SET - TOTEM MAKE,76041031,NA,NA,NA,100,0,0,Non-Standard
CONSUMABLE PURCHASING AS PER ATTACHED ANNEXURE,General,Nos,CONSUMABLE PURCHASING AS PER ATTACHED ANNEXURE,76041031,NA,NA,NA,100,0,0,Non-Standard
EMBOSS DAI BOTTAM PUNCH BLOCK,General,Nos,EMBOSS DAI BOTTAM PUNCH BLOCK,76041031,NA,Finished,NA,100,0,0,Non-Standard
CONCRETE LENSE WITH WASHER,General,Nos,CONCRETE LENSE WITH WASHER,76041031,NA,NA,NA,100,0,0,Non-Standard
FRACTURE TEST,General,Nos,FRACTURE TEST,76041031,NA,NA,NA,100,0,0,Non-Standard
GAS NOZZ.MNT.CPL.W MTB 400I,General,Nos,GAS NOZZ.MNT.CPL.W MTB 400I,76041031,NA,NA,NA,100,0,0,Non-Standard
STALL CHARGES,General,Nos,STALL CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
M8 *1.25 TAP SET,General,Set,M8 *1.25 TAP SET,76041031,NA,Finished,BLACK PAINTED,100,0,0,Non-Standard
TADI PATTI,General,Nos,TADI PATTI,76041031,NA,NA,NA,100,0,0,Non-Standard
FSW MACHINE TOOL HOLDER,General,Nos,FSW MACHINE TOOL HOLDER,76041031,NA,NA,NA,100,0,0,Non-Standard
FORK LIFT FRONT WHEEL TYRE SIZE - 21X15X7 INCH,General,Nos,FORK LIFT FRONT WHEEL TYRE SIZE - 21X15X7 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
FORKLIFT REAR WHEEL TYRE SIZE 18X7-8 INCH,General,Nos,FORKLIFT REAR WHEEL TYRE SIZE 18X7-8 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
HIKOKI GRINDER BEARING 698,General,Nos,HIKOKI GRINDER BEARING 698,76041031,NA,NA,NA,100,0,0,Non-Standard
PINE WOOD STREIGHT PATTI SIZE 2700X100X15,General,Nos,PINE WOOD STREIGHT PATTI SIZE 2700X100X15,76041031,NA,Finished,NA,100,0,0,Non-Standard
PINE WOOD STREIGTHT PATTI SIZE 2900X100X15,General,Nos,PINE WOOD STREIGTHT PATTI SIZE 2900X100X15,76041031,NA,Finished,NA,100,0,0,Non-Standard
 GAS PIPELINE  COVER SIZE 60X60X25 MS,General,Meter, GAS PIPELINE  COVER SIZE 60X60X25 MS,76041031,NA,NA,NA,100,0,0,Non-Standard
COVER SIZE 60X60X25 MS,General,Meter,COVER SIZE 60X60X25 MS,76041031,NA,NA,NA,100,0,0,Non-Standard
MTB 400i W R /36°/L224/H86 TORCH BODY,General,Nos,MTB 400i W R /36°/L224/H86 TORCH BODY,76041031,NA,Finished,NA,100,0,0,Non-Standard
PU PIPE 4MM TRANSPERANT,General,Nos,PU PIPE 4MM TRANSPERANT,76041031,NA,NA,NA,100,0,0,Non-Standard
150 TON PRESS M/C    L- KEY MFG. CHARGES,General,Nos,150 TON PRESS M/C    L- KEY MFG. CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
150 TON PRESS M/C    M-KEY  MFG CHARGES,General,Nos,150 TON PRESS M/C    M-KEY  MFG CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
150 TON PRESS M/C LABOUR FITTING CHARGES,General,Nos,150 TON PRESS M/C LABOUR FITTING CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
EN24 MATERIAL- 60X120X170 FOR  L-KEY MATERIAL,General,Nos,EN24 MATERIAL- 60X120X170 FOR  L-KEY MATERIAL,76041031,NA,NA,NA,100,0,0,Non-Standard
EN24 MATERIAL 60X215 FOR M KEY,General,Nos,EN24 MATERIAL 60X215 FOR M KEY,76041031,NA,NA,NA,100,0,0,Non-Standard
DRILL BIT 6.8 MM,General,Nos,DRILL BIT 6.8 MM,76041031,NA,NA,NA,100,0,0,Non-Standard
400 AMP BUS BAR,General,Nos,400 AMP BUS BAR,76041031,NA,NA,NA,100,0,0,Non-Standard
ACRYLIC SHEET 2440X1220X3 MM - WHITE COLOUR TRANSPERANT,General,Nos,ACRYLIC SHEET 2440X1220X3 MM - WHITE COLOUR TRANSPERANT,76041031,NA,NA,NA,100,0,0,Non-Standard
ELGI AIR LUBE XD 20 LTR OIL,General,Nos,ELGI AIR LUBE XD 20 LTR OIL,76041031,NA,NA,NA,100,0,0,Non-Standard
AIR FILTER ELEMENT E22,General,Nos,AIR FILTER ELEMENT E22,76041031,NA,NA,NA,100,0,0,Non-Standard
OIL FILTER - MODEL FFA40 (201 CFM),General,Nos,OIL FILTER - MODEL FFA40 (201 CFM),76041031,NA,NA,NA,100,0,0,Non-Standard
AIR OIL SEPERATORS F2,General,Nos,AIR OIL SEPERATORS F2,76041031,NA,NA,NA,100,0,0,Non-Standard
SERVICING CHARGES,General,Nos,SERVICING CHARGES,76041031,NA,NA,NA,100,0,0,Non-Standard
400 A HRC FUSE LINK,General,Nos,400 A HRC FUSE LINK,76041031,NA,NA,NA,100,0,0,Non-Standard
INDUSTRIAL PIN TOP  METAL MAKE SINGHEL,General,Nos,INDUSTRIAL PIN TOP  METAL MAKE SINGHEL,76041031,NA,NA,NA,100,0,0,Non-Standard
CHANGE OVER SWITCH LT MAKE 600A,General,Nos,CHANGE OVER SWITCH LT MAKE 600A,76041031,NA,NA,NA,100,0,0,Non-Standard
10 MM STEEL ROUND BAR,General,Kg,10 MM STEEL ROUND BAR,76041031,NA,NA,NA,100,0,0,Non-Standard
PVC PIPE 1 INCH,General,Nos,PVC PIPE 1 INCH,76041031,NA,NA,NA,100,0,0,Non-Standard
